Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Michael Raffl,1,2,1,2,0,3,2,135,30,20,2,50,0,0,0,0,0,0
Miikka Salomaki,2,113,27,41,0,68,1,1,1,0,0,1,0,0,0,0,0,0
Mike Connolly,2,118,22,38,1,60,1,2,0,0,0,0,0,0,0,0,0,0
Mike Hough,1,11,0,3,0,3,2,85,5,7,1,12,0,0,0,0,0,0
Nate Raduns,2,126,17,24,1,41,1,1,0,0,0,0,0,0,0,0,0,0
Nick Shore,2,106,34,46,0,80,1,34,1,6,0,7,0,0,0,0,0,0
Nikita Kucherov,1,17,13,11,0,24,2,134,37,45,0,82,0,0,0,0,0,0
Nikita Nesterov,2,86,7,23,1,30,1,27,3,4,0,7,0,0,0,0,0,0
Olli Malmivaara,2,117,9,19,1,28,1,2,0,0,0,0,0,0,0,0,0,0
Oscar Lindberg,2,150,46,54,0,100,1,1,0,0,0,0,0,0,0,0,0,0
Patrick Wey,2,31,1,5,0,6,1,9,0,3,1,3,0,0,0,0,0,0
Paul Comrie,2,19,3,4,0,7,1,15,1,2,0,3,0,0,0,0,0,0
Perttu Lindgren,2,143,24,57,0,81,1,1,0,0,0,0,0,0,0,0,0,0
Peter Zezel,1,35,13,37,0,50,2,71,11,23,0,34,0,0,0,0,0,0
Petr Hubacek,2,98,6,15,1,21,1,6,1,0,0,1,0,0,0,0,0,0
Petr Straka,2,128,23,28,1,51,1,3,0,2,0,2,0,0,0,0,0,0
Radoslav Hecl,2,116,12,28,2,40,1,14,0,0,0,0,0,0,0,0,0,0
Radovan Somik,1,1,0,0,0,0,2,113,12,20,1,32,0,0,0,0,0,0
Rasmus Ristolainen,1,34,6,14,0,20,2,112,10,14,0,24,0,0,0,0,0,0
Robb Gordon,2,108,20,28,9,48,1,4,0,0,0,0,0,0,0,0,0,0
Roman Simicek,1,49,12,14,0,26,2,63,7,10,1,17,0,0,0,0,0,0
Ryan Hartman,2,78,16,28,6,44,1,5,0,0,0,0,0,0,0,0,0,0
Ryan Huska,2,121,17,22,10,39,1,1,0,0,0,0,0,0,0,0,0,0
Ryan Mulhern,2,144,45,56,4,101,1,3,0,0,0,0,0,0,0,0,0,0
Ryan Savoia,2,61,9,26,0,35,1,3,0,0,0,0,0,0,0,0,0,0
Scott Daniels,1,13,1,5,8,6,2,27,0,3,16,3,0,0,0,0,0,0
Scott Harrington,2,124,7,29,1,36,1,10,0,0,0,0,0,0,0,0,0,0
Scott Levins,2,159,60,65,8,125,1,2,0,0,1,0,0,0,0,0,0,0
Scott Wilson,2,56,19,22,3,41,1,1,0,0,0,0,0,0,0,0,0,0
Seth Griffith,2,108,32,49,0,81,1,30,6,4,0,10,0,0,0,0,0,0
Shayne Gostisbehere,2,7,0,5,0,5,1,2,0,0,0,0,0,0,0,0,0,0
Stefan Noesen,2,29,7,9,1,16,1,1,0,0,0,0,0,0,0,0,0,0
Sven Andrighetto,2,124,31,56,0,87,1,12,2,1,0,3,0,0,0,0,0,0
Ted Crowley,2,137,18,62,2,80,1,13,1,2,0,3,0,0,0,0,0,0
Tim Schaller,2,137,26,35,4,61,1,18,1,1,0,2,0,0,0,0,0,0
Tim Sweeney,2,9,2,6,0,8,1,56,11,18,0,29,0,0,0,0,0,0
Tobias Rieder,2,73,32,21,0,53,1,72,13,8,0,21,0,0,0,0,0,0
Tom Wilson,1,2,0,0,0,0,2,149,7,20,26,27,0,0,0,0,0,0
Trent McCleary,1,27,7,9,2,16,2,58,1,0,1,1,0,0,0,0,0,0
Trevor Halverson,2,100,38,38,32,76,1,17,0,4,4,4,0,0,0,0,0,0
Tyler Gaudet,2,73,8,12,0,20,1,2,0,0,0,0,0,0,0,0,0,0
Tyler Graovac,2,137,34,37,1,71,1,3,0,0,0,0,0,0,0,0,0,0
Vaclav Pletka,2,132,40,40,0,80,1,1,0,0,0,0,0,0,0,0,0,0
Valery Nichushkin,1,5,0,4,0,4,2,87,14,21,0,35,0,0,0,0,0,0
William Karlsson,2,61,10,23,0,33,1,21,3,2,0,5,0,0,0,0,0,0
Zemgus Girgensons,1,61,6,11,0,17,2,131,23,29,1,52,0,0,0,0,0,0
Alexander Wennberg,1,6,0,3,0,3,1,68,4,16,0,20,0,0,0,0,0,0
Alexei Mikhnov,1,27,6,12,0,18,1,2,0,0,0,0,0,0,0,0,0,0
Andre Burakovsky,1,13,3,4,0,7,1,53,9,13,0,22,0,0,0,0,0,0
Andrei Zubarev,1,51,3,10,2,13,1,4,0,1,0,1,0,0,0,0,0,0
Andy Roach,1,9,2,3,0,5,1,5,1,2,0,3,0,0,0,0,0,0
Barclay Goodrow,1,7,2,4,1,6,1,60,4,8,1,12,0,0,0,0,0,0
Barry Potomski,1,75,9,7,13,16,1,9,0,1,4,1,0,0,0,0,0,0
Bill Arnold,1,61,15,23,0,38,1,1,0,0,0,0,0,0,0,0,0,0
Bjorn Melin,1,59,8,14,0,22,1,3,1,0,0,1,0,0,0,0,0,0
Bo Horvat,1,5,0,0,0,0,1,68,13,12,0,25,0,0,0,0,0,0
Bob Errey,1,69,18,27,1,45,1,71,2,9,1,11,0,0,0,0,0,0
Bogdan Yakimov,1,57,12,16,0,28,1,1,0,0,0,0,0,0,0,0,0,0
Borna Rendulic,1,26,4,4,0,8,1,11,1,1,0,2,0,0,0,0,0,0
Brady Murray,1,58,14,13,0,27,1,4,1,0,0,1,0,0,0,0,0,0
Brett Harkins,1,22,4,20,0,24,1,25,2,12,0,14,0,0,0,0,0,0
Brian Felsner,1,25,3,10,0,13,1,12,1,3,0,4,0,0,0,0,0,0
Brian Ferlin,1,53,11,9,0,20,1,7,0,1,0,1,0,0,0,0,0,0
Bryce Van Brabant,1,52,8,7,4,15,1,6,0,0,0,0,0,0,0,0,0,0
Chris Tierney,1,29,8,21,0,29,1,43,6,15,0,21,0,0,0,0,0,0
Christoph Brandner,1,37,7,7,0,14,1,35,4,5,0,9,0,0,0,0,0,0
Cody Kunyk,1,69,10,16,1,26,1,1,0,0,0,0,0,0,0,0,0,0
Dan Plante,1,70,11,15,4,26,1,7,0,1,0,1,0,0,0,0,0,0
Daniel Bang,1,53,9,13,0,22,1,8,0,2,0,2,0,0,0,0,0,0
Darnell Nurse,1,4,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Darrin Shannon,1,8,2,0,0,2,1,58,2,12,0,14,0,0,0,0,0,0
David Emma,1,71,24,36,3,60,1,6,0,0,0,0,0,0,0,0,0,0
David Pastrnak,1,25,11,17,0,28,1,46,10,17,0,27,0,0,0,0,0,0
David Roberts,1,37,17,22,1,39,1,13,1,1,0,2,0,0,0,0,0,0
David Wolf,1,59,20,18,10,38,1,3,0,0,0,0,0,0,0,0,0,0
Dean Chynoweth,1,28,2,2,5,4,1,2,0,0,0,0,0,0,0,0,0,0
Dennis Everberg,1,12,5,2,0,7,1,55,3,9,0,12,0,0,0,0,0,0
Dody Wood,1,34,4,13,16,17,1,8,0,0,3,0,0,0,0,0,0,0
Esa Pirnes,1,4,3,1,0,4,1,57,3,8,0,11,0,0,0,0,0,0
Fredrik Lindquist-Bremberg,1,57,18,36,0,54,1,8,0,0,0,0,0,0,0,0,0,0
Iiro Pakarinen,1,39,17,11,0,28,1,17,1,2,0,3,0,0,0,0,0,0
Ilkka Heikkinen,1,72,8,30,1,38,1,7,0,0,0,0,0,0,0,0,0,0
Jacob de la Rose,1,37,6,5,0,11,1,33,4,2,0,6,0,0,0,0,0,0
Jan Benda,1,62,25,29,0,54,1,9,0,3,0,3,0,0,0,0,0,0
Jan Mertzig,1,35,3,2,0,5,1,23,0,2,0,2,0,0,0,0,0,0
Janne Niskala,1,80,19,25,1,44,1,6,1,2,0,3,0,0,0,0,0,0
Janne Pesonen,1,70,32,50,1,82,1,7,0,0,0,0,0,0,0,0,0,0
Jean-Yves Roy,1,65,28,34,0,62,1,2,0,0,0,0,0,0,0,0,0,0
Jeff Buchanan,1,38,4,6,10,10,1,6,0,0,1,0,0,0,0,0,0,0
Jeff Zehr,1,12,3,3,3,6,1,4,0,0,0,0,0,0,0,0,0,0
Jocelyn Lemieux,1,6,3,1,0,4,1,30,3,3,1,6,0,0,0,0,0,0
Joe Dziedzic,1,61,18,27,8,45,1,2,0,0,0,0,0,0,0,0,0,0
Johan Harju,1,63,23,30,0,53,1,10,1,2,0,3,0,0,0,0,0,0
Johan Lindbom,1,7,1,5,0,6,1,38,1,3,0,4,0,0,0,0,0,0
John Druce,1,39,21,28,1,49,1,23,1,2,0,3,0,0,0,0,0,0
Jonas Frogren,1,56,3,8,2,11,1,41,1,6,0,7,0,0,0,0,0,0
Jonas Holos,1,17,0,6,0,6,1,39,0,6,0,6,0,0,0,0,0,0
Jonas Nordqvist,1,65,15,26,1,41,1,3,0,2,0,2,0,0,0,0,0,0
Jori Lehtera,1,7,0,1,0,1,1,75,14,30,0,44,0,0,0,0,0,0
Josh Anderson,1,52,7,10,6,17,1,6,0,1,0,1,0,0,0,0,0,0
Jukka Hentunen,1,9,3,3,0,6,1,38,4,5,0,9,0,0,0,0,0,0
Kenny Agostino,1,67,15,28,2,43,1,8,1,1,0,2,0,0,0,0,0,0
Kerby Rychel,1,51,12,21,4,33,1,5,0,3,0,3,0,0,0,0,0,0
Kevin Czuczman,1,50,1,6,2,7,1,13,0,2,0,2,0,0,0,0,0,0
Kevin Fiala,1,33,11,9,0,20,1,1,0,0,0,0,0,0,0,0,0,0
Kirk Nielsen,1,72,19,29,0,48,1,6,0,0,0,0,0,0,0,0,0,0
Liam O'Brien,1,45,4,4,13,8,1,13,1,1,3,2,0,0,0,0,0,0
Linus Klasen,1,47,22,23,0,45,1,4,0,0,0,0,0,0,0,0,0,0
Marko Kiprusoff,1,9,0,2,0,2,1,27,0,6,0,6,0,0,0,0,0,0
Martin Strbak,1,12,0,1,0,1,1,49,5,11,0,16,0,0,0,0,0,0
Martti Jarventie,1,59,7,14,0,21,1,1,0,0,0,0,0,0,0,0,0,0
Matt Carey,1,67,10,11,1,21,1,2,1,0,0,1,0,0,0,0,0,0
Melker Karlsson,1,20,5,5,0,10,1,53,13,11,0,24,0,0,0,0,0,0
Mika Pyorala,1,35,8,10,0,18,1,36,2,2,0,4,0,0,0,0,0,0
Mike Stutzel,1,62,12,12,1,24,1,9,0,0,0,0,0,0,0,0,0,0
Mike Zalewski,1,55,3,9,0,12,1,2,0,1,0,1,0,0,0,0,0,0
Mikko Luoma,1,65,4,22,0,26,1,3,0,1,0,1,0,0,0,0,0,0
Mirco Mueller,1,9,0,2,0,2,1,39,1,3,0,4,0,0,0,0,0,0
Niklas Nordgren,1,7,5,3,0,8,1,58,4,2,0,6,0,0,0,0,0,0
Patrick Brown,1,60,2,8,2,10,1,7,0,0,0,0,0,0,0,0,0,0
Patrick Fischer,1,4,0,1,0,1,1,27,4,6,0,10,0,0,0,0,0,0
Per Gustafsson,1,25,7,17,0,24,1,31,1,5,0,6,0,0,0,0,0,0
Per Ledin,1,58,11,12,1,23,1,3,0,0,0,0,0,0,0,0,0,0
Peter Nordstrom,1,13,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0
Petr Klima,1,15,2,6,0,8,1,13,1,0,0,1,0,0,0,0,0,0
Petteri Lindbohm,1,53,6,12,4,18,1,23,2,1,2,3,0,0,0,0,0,0
Pierre Hedin,1,62,5,19,0,24,1,3,0,1,0,1,0,0,0,0,0,0
Randy Burridge,1,6,0,1,1,1,1,30,4,6,0,10,0,0,0,0,0,0
Reto Von Arx,1,49,16,26,0,42,1,19,3,1,0,4,0,0,0,0,0,0
Rocco Grimaldi,1,64,14,28,1,42,1,7,1,0,0,1,0,0,0,0,0,0
Ronalds Kenins,1,36,5,7,1,12,1,30,4,8,0,12,0,0,0,0,0,0
Ronnie Sundin,1,67,3,19,1,22,1,1,0,0,0,0,0,0,0,0,0,0
Sergei Zinovjev,1,4,1,2,0,3,1,10,0,1,0,1,0,0,0,0,0,0
Simon Moser,1,48,8,18,0,26,1,6,1,1,0,2,0,0,0,0,0,0
Slater Koekkoek,1,72,5,21,0,26,1,3,0,0,0,0,0,0,0,0,0,0
Thomas Ziegler,1,3,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0
Timo Parssinen,1,49,14,24,0,38,1,17,0,3,0,3,0,0,0,0,0,0
Todd Hlushko,1,33,10,14,2,24,1,13,0,1,1,1,0,0,0,0,0,0
Todd Krygier,1,6,3,4,0,7,1,45,2,12,0,14,0,0,0,0,0,0
Tomas Vlasak,1,5,0,1,0,1,1,10,1,3,0,4,0,0,0,0,0,0
Trevor van Riemsdyk,1,8,0,3,0,3,1,18,0,1,0,1,0,0,0,0,0,0
Tuomas Gronman,1,33,6,14,1,20,1,22,1,2,1,3,0,0,0,0,0,0
Viktor Arvidsson,1,70,22,33,0,55,1,6,0,0,0,0,0,0,0,0,0,0
